5.700000000000000178e+00 8.999999999999999667e-02 0.000000000000000000e+00 7.284083999999997104e+03
5.700000000000000178e+00 8.999999999999999667e-02 2.500000000000000000e+01 1.182718999999999505e+04
5.700000000000000178e+00 8.999999999999999667e-02 5.000000000000000000e+01 1.493413999999999396e+04
5.700000000000000178e+00 8.999999999999999667e-02 7.500000000000000000e+01 1.682388999999999214e+04
5.700000000000000178e+00 8.999999999999999667e-02 1.000000000000000000e+02 1.792178999999999360e+04
5.700000000000000178e+00 8.999999999999999667e-02 1.250000000000000000e+02 1.875457999999999083e+04
5.700000000000000178e+00 8.999999999999999667e-02 1.500000000000000000e+02 1.965718999999999141e+04
5.700000000000000178e+00 8.999999999999999667e-02 1.750000000000000000e+02 1.972704999999998836e+04
5.700000000000000178e+00 8.999999999999999667e-02 2.000000000000000000e+02 1.998816999999999098e+04
5.700000000000000178e+00 8.999999999999999667e-02 2.250000000000000000e+02 2.085098999999999069e+04
5.700000000000000178e+00 8.999999999999999667e-02 2.500000000000000000e+02 2.081141999999999098e+04
5.700000000000000178e+00 8.999999999999999667e-02 2.750000000000000000e+02 2.122244999999998981e+04
5.700000000000000178e+00 8.999999999999999667e-02 3.000000000000000000e+02 2.180573999999999069e+04
5.700000000000000178e+00 8.999999999999999667e-02 3.250000000000000000e+02 2.132344999999998981e+04
5.700000000000000178e+00 8.999999999999999667e-02 3.500000000000000000e+02 2.176072999999998865e+04
5.700000000000000178e+00 8.999999999999999667e-02 3.750000000000000000e+02 2.188006999999999243e+04
5.700000000000000178e+00 8.999999999999999667e-02 4.000000000000000000e+02 2.220593999999998778e+04
5.700000000000000178e+00 8.999999999999999667e-02 4.250000000000000000e+02 2.259422999999998865e+04
5.700000000000000178e+00 8.999999999999999667e-02 4.500000000000000000e+02 2.283793999999998778e+04
5.700000000000000178e+00 8.999999999999999667e-02 4.750000000000000000e+02 2.193139999999999054e+04
5.700000000000000178e+00 8.999999999999999667e-02 5.000000000000000000e+02 2.207506999999998880e+04
5.700000000000000178e+00 8.999999999999999667e-02 1.000000000000000000e+03 2.201563454999998794e+04
